,,Unpolarized Performance of 490 nm Longpass Dichroic Mirror,,,,,,,
,,1540,33.11970807,67.42472036,,,,,
,,1541,32.72432995,67.80605099,,,,,
,,1542,32.33285523,68.13801491,,,,,
,,1543,32.00378132,68.51335635,,,,,
,,1544,31.68321038,68.86253634,,,,,
,,1545,31.31478977,69.17631349,,,,,
,,1546,30.97790718,69.59578629,,,,,
,,1547,30.65492535,69.86762192,,,,,
,,1548,30.30831242,70.15931058,,,,,
,,1549,30.03605747,70.52485254,,,,,
,,1550,29.7013979,70.82355738,,,,,
,,1551,29.40441514,71.13382803,,,,,
,,1552,29.09851742,71.4279384,,,,,
,,1553,28.8149662,71.7007436,,,,,
,,1554,28.5408535,71.99177332,,,,,
,,1555,28.26187134,72.27552818,,,,,
,,1556,27.98698998,72.53329846,,,,,
,,1557,27.73526955,72.79240876,,,,,
,,1558,27.48807526,73.05797557,,,,,
,,1559,27.23010207,73.30235277,,,,,
,,1560,26.98898173,73.53276196,,,,,
,,1561,26.75862789,73.79376524,,,,,
,,1562,26.52525091,74.00209706,,,,,
,,1563,26.30768967,74.22885911,,,,,
,,1564,26.09513379,74.42641713,,,,,
,,1565,25.88893604,74.65294156,,,,,
,,1566,25.69630671,74.8461521,,,,,
,,1567,25.49321938,75.05881301,,,,,
,,1568,25.29733324,75.20913441,,,,,
,,1569,25.12963391,75.40699175,,,,,
,,1570,24.95127058,75.6149658,,,,,
,,1571,24.77925015,75.75606733,,,,,
,,1572,24.60016394,75.91766911,,,,,
,,1573,24.47327233,76.06899709,,,,,
,,1574,24.30831242,76.27691204,,,,,
,,1575,24.15746212,76.40111328,,,,,
,,1576,24.02495242,76.53531502,,,,,
,,1577,23.88089228,76.64772748,,,,,
,,1578,23.75874091,76.820879,,,,,
,,1579,23.63345576,76.91168681,,,,,
,,1580,23.52414227,77.04263335,,,,,
,,1581,23.38380385,77.13882973,,,,,
,,1582,23.29539871,77.26760452,,,,,
,,1583,23.18722963,77.36932705,,,,,
,,1584,23.089118,77.45679053,,,,,
,,1585,23.00951004,77.55493766,,,,,
,,1586,22.91533041,77.65970087,,,,,
,,1587,22.82705021,77.71899011,,,,,
,,1588,22.75327778,77.79730943,,,,,
,,1589,22.67906476,77.87155545,,,,,
,,1590,22.61650133,77.96069846,,,,,
,,1591,22.54727555,78.01444222,,,,,
,,1592,22.49211979,78.06295546,,,,,
,,1593,22.43059302,78.11865733,,,,,
,,1594,22.38612414,78.1685486,,,,,
,,1595,22.33388233,78.22138624,,,,,
,,1596,22.3067255,78.24994723,,,,,
,,1597,22.26164866,78.30262729,,,,,
,,1598,22.22939873,78.31896581,,,,,
,,1599,22.19590807,78.36692226,,,,,
,,1600,22.1992507,78.40797579,,,,,
,,1601,22.15883828,78.41433243,,,,,
,,1602,22.13111258,78.36768383,,,,,
,,1603,22.13756848,78.44630983,,,,,
,,1604,22.15181637,78.42619445,,,,,
,,1605,22.12803841,78.43945428,,,,,
,,1606,22.10351372,78.43354601,,,,,
,,1607,22.12502718,78.41134712,,,,,
,,1608,22.14214945,78.40805374,,,,,
,,1609,22.16019058,78.40676314,,,,,
,,1610,22.17224407,78.39123633,,,,,
,,1611,22.19723988,78.35814207,,,,,
,,1612,22.22093153,78.33466709,,,,,
,,1613,22.26029969,78.3119029,,,,,
,,1614,22.2904129,78.26487808,,,,,
,,1615,22.31408596,78.22307395,,,,,
,,1616,22.37471342,78.20967163,,,,,
,,1617,22.41698933,78.14232045,,,,,
,,1618,22.46100235,78.08758357,,,,,
,,1619,22.52125406,78.07037827,,,,,
,,1620,22.57367945,77.98840013,,,,,
,,1621,22.63856077,77.9055141,,,,,
,,1622,22.70571852,77.86209725,,,,,
,,1623,22.77284384,77.79775513,,,,,
,,1624,22.84187269,77.70533946,,,,,
,,1625,22.92106914,77.62781455,,,,,
,,1626,23.01361704,77.56079833,,,,,
,,1627,23.09107256,77.465461,,,,,
,,1628,23.17882681,77.34842826,,,,,
,,1629,23.28094673,77.32946778,,,,,
,,1630,23.37466478,77.1983414,,,,,
,,1631,23.47801972,77.08450461,,,,,
,,1632,23.57813454,76.94622337,,,,,
,,1633,23.69239759,76.87358259,,,,,
,,1634,23.80568504,76.75250375,,,,,
,,1635,23.92295837,76.64396297,,,,,
,,1636,24.04334307,76.49981514,,,,,
,,1637,24.17470503,76.38537326,,,,,
,,1638,24.30363465,76.24723328,,,,,
,,1639,24.4261756,76.11715215,,,,,
,,1640,24.58184385,75.99161979,,,,,
,,1641,24.71381617,75.82965532,,,,,
,,1642,24.85407114,75.69431041,,,,,
,,1643,25.01893473,75.54337328,,,,,
,,1644,25.17776347,75.3629384,,,,,
,,1645,25.33225823,75.22169958,,,,,
,,1646,25.4925437,75.05106755,,,,,
,,1647,25.66425467,74.88911342,,,,,
,,1648,25.84800291,74.7052434,,,,,
,,1649,26.01573897,74.53523278,,,,,
,,1650,26.19725132,74.3661159,,,,,
,,1651,26.38771201,74.12935103,,,,,
,,1652,26.59014845,74.02251171,,,,,
,,1653,26.75822115,73.76754624,,,,,
,,1654,26.97484065,73.55765329,,,,,
,,1655,27.16904879,73.34220171,,,,,
,,1656,27.38798809,73.13741349,,,,,
,,1657,27.60522461,72.94830576,,,,,
,,1658,27.82309962,72.70386829,,,,,
,,1659,28.04824353,72.49904001,,,,,
,,1660,28.28229094,72.26806523,,,,,
,,1661,28.50591803,72.04705889,,,,,
,,1662,28.73124075,71.79036869,,,,,
,,1663,28.99359942,71.54103693,,,,,
,,1664,29.23072195,71.3128466,,,,,
,,1665,29.47449541,71.04662554,,,,,
,,1666,29.72892332,70.79601686,,,,,
,,1667,30.00804901,70.53332974,,,,,
,,1668,30.26410866,70.27124087,,,,,
,,1669,30.53017998,70.00578904,,,,,
,,1670,30.81485033,69.73335917,,,,,
,,1671,31.09118605,69.43732131,,,,,
,,1672,31.36506367,69.13921888,,,,,
,,1673,31.66301871,68.89049043,,,,,
,,1674,31.96875858,68.58893133,,,,,
,,1675,32.25078297,68.23656085,,,,,
,,1676,32.56408501,67.967329,,,,,
,,1677,32.88054943,67.6889263,,,,,
,,1678,33.18184376,67.34312974,,,,,
,,1679,33.4943142,66.97315497,,,,,
,,1680,33.83793783,66.74173536,,,,,
,,1681,34.16291094,66.36830257,,,,,
,,1682,34.47295571,66.01185,,,,,
,,1683,34.81354523,65.69096196,,,,,
,,1684,35.18459892,65.37242703,,,,,
,,1685,35.51346207,65.00095557,,,,,
,,1686,35.82859993,64.63179717,,,,,
,,1687,36.21978712,64.3430813,,,,,
,,1688,36.58086825,63.93162606,,,,,
,,1689,36.93830014,63.55322365,,,,,
,,1690,37.30029965,63.20355546,,,,,
,,1691,37.66556454,62.85571544,,,,,
,,1692,38.04393006,62.44938155,,,,,
,,1693,38.41900253,62.06714465,,,,,
,,1694,38.81569099,61.67984993,,,,,
,,1695,39.20548821,61.29105807,,,,,
,,1696,39.59016323,60.89269885,,,,,
,,1697,39.99228955,60.5167197,,,,,
,,1698,40.39888764,60.09681777,,,,,
,,1699,40.77358532,59.70326408,,,,,
,,1700,41.20663929,59.29052294,,,,,
,,1701,41.62060547,58.8809789,,,,,
,,1702,42.00779057,58.45878299,,,,,
,,1703,42.4532013,58.05974073,,,,,
,,1704,42.86324692,57.63837334,,,,,
,,1705,43.25082398,57.19652607,,,,,
,,1706,43.71040344,56.78453905,,,,,
,,1707,44.13854408,56.35554197,,,,,
,,1708,44.56640816,55.92405272,,,,,
,,1709,44.98401261,55.4954151,,,,,
,,1710,45.44761181,55.06877644,,,,,
,,1711,45.86168289,54.57399982,,,,,
,,1712,46.30460167,54.16842441,,,,,
,,1713,46.74342537,53.71670679,,,,,
,,1714,47.21007633,53.28130928,,,,,
,,1715,47.62222195,52.82797765,,,,,
,,1716,48.07894993,52.38842867,,,,,
,,1717,48.53450203,51.92950677,,,,,
,,1718,48.97575092,51.51592726,,,,,
,,1719,49.42658043,51.04137574,,,,,
,,1720,49.88326454,50.5626472,,,,,
,,1721,50.32259846,50.13886513,,,,,
,,1722,50.78346253,49.69856788,,,,,
,,1723,51.22964764,49.22549563,,,,,
,,1724,51.67671776,48.78657678,,,,,
,,1725,52.12903881,48.33367058,,,,,
,,1726,52.5865202,47.87649587,,,,,
,,1727,53.0283022,47.40906934,,,,,
,,1728,53.47416497,46.98898373,,,,,
,,1729,53.93457985,46.53218718,,,,,
,,1730,54.36093045,46.08637526,,,,,
,,1731,54.81286144,45.63166032,,,,,
,,1732,55.27908326,45.19580156,,,,,
,,1733,55.71199989,44.75236284,,,,,
,,1734,56.1305294,44.30888259,,,,,
,,1735,56.57389832,43.86950021,,,,,
,,1736,57.03590012,43.44148929,,,,,
,,1737,57.42404747,43.01888677,,,,,
,,1738,57.87303543,42.58340642,,,,,
,,1739,58.2960434,42.14819009,,,,,
,,1740,58.70433426,41.75000107,,,,,
,,1741,59.12189675,41.33870354,,,,,
,,1742,59.54344559,40.92486612,,,,,
,,1743,59.91555214,40.51528097,,,,,
,,1744,60.32818795,40.11961753,,,,,
,,1745,60.72734452,39.716564,,,,,
,,1746,61.10431671,39.34933576,,,,,
,,1747,61.4869709,38.96161414,,,,,
,,1748,61.87951279,38.594122,,,,,
,,1749,62.21843529,38.2179431,,,,,
,,1750,62.58146096,37.8598592,,,,,
,,1751,62.95140457,37.52495638,,,,,
,,1752,63.29506684,37.17071077,,,,,
,,1753,63.61774826,36.8367565,,,,,
,,1754,63.90885926,36.5094101,,,,,
,,1755,64.28576279,36.21880565,,,,,
,,1756,64.54773903,35.89765158,,,,,
,,1757,64.84020997,35.57020787,,,,,
,,1758,65.13649178,35.31668166,,,,,
,,1759,65.41232872,35.05299629,,,,,
,,1760,65.67498779,34.78293205,,,,,
,,1761,65.92593194,34.49359249,,,,,
,,1762,66.17347336,34.29669161,,,,,
,,1763,66.40184594,34.05246315,,,,,
,,1764,66.61612511,33.8294081,,,,,
,,1765,66.82665444,33.62823412,,,,,
,,1766,67.02260018,33.42538687,,,,,
,,1767,67.19428826,33.23758621,,,,,
,,1768,67.37222481,33.08215592,,,,,
,,1769,67.53010178,32.92234969,,,,,
,,1770,67.68428612,32.77752296,,,,,
,,1771,67.80487824,32.6391854,,,,,
,,1772,67.91507721,32.5172432,,,,,
,,1773,68.03097725,32.42054009,,,,,
,,1774,68.12600899,32.32728843,,,,,
,,1775,68.19703103,32.23974272,,,,,
,,1776,68.28058815,32.17201569,,,,,
,,1777,68.33760834,32.13293206,,,,,
,,1778,68.37938118,32.06801349,,,,,
,,1779,68.404459,32.03224596,,,,,
,,1780,68.43418122,32.01664317,,,,,
,,1781,68.43927002,31.99901338,,,,,
,,1782,68.43618965,32.00018858,,,,,
,,1783,68.44227982,32.03272588,,,,,
,,1784,68.40881729,32.04756662,,,,,
,,1785,68.37000656,32.06909757,,,,,
,,1786,68.32921791,32.12632607,,,,,
,,1787,68.27497101,32.18289431,,,,,
,,1788,68.20628357,32.2425484,,,,,
,,1789,68.14166451,32.31631239,,,,,
,,1790,68.05629349,32.39143938,,,,,
,,1791,67.96866989,32.4911921,,,,,
,,1792,67.85289955,32.5828963,,,,,
,,1793,67.78390122,32.69787339,,,,,
,,1794,67.6477108,32.79242927,,,,,
,,1795,67.54704285,32.93010444,,,,,
,,1796,67.38711357,33.04944855,,,,,
,,1797,67.27923966,33.19170883,,,,,
,,1798,67.13241577,33.31484747,,,,,
,,1799,67.01856804,33.48700826,,,,,
,,1800,66.82044411,33.60842683,,,,,
,,1801,66.69390297,33.78246594,,,,,
,,1802,66.53631211,33.93703254,,,,,
,,1803,66.34888458,34.08319576,,,,,
,,1804,66.21061707,34.26905342,,,,,
,,1805,66.02299881,34.42287743,,,,,
,,1806,65.8626709,34.60114944,,,,,
,,1807,65.69542503,34.76688401,,,,,
,,1808,65.50723076,34.94905685,,,,,
,,1809,65.33144951,35.12197985,,,,,
,,1810,65.13317108,35.29319707,,,,,
,,1811,64.96744919,35.47333569,,,,,
,,1812,64.79231644,35.6666218,,,,,
,,1813,64.6009121,35.83503021,,,,,
,,1814,64.42561913,36.03052342,,,,,
,,1815,64.23346901,36.20298314,,,,,
,,1816,64.07073212,36.39172473,,,,,
,,1817,63.87833786,36.57289339,,,,,
,,1818,63.68448639,36.75501508,,,,,
,,1819,63.50981522,36.93383985,,,,,
,,1820,63.32993126,37.10644665,,,,,
,,1821,63.16758728,37.30870349,,,,,
,,1822,62.96575356,37.46350715,,,,,
,,1823,62.80811501,37.66481942,,,,,
,,1824,62.6660347,37.83118465,,,,,
,,1825,62.47531319,37.99222761,,,,,
,,1826,62.29232979,38.1505098,,,,,
,,1827,62.12334252,38.31465265,,,,,
,,1828,61.97079278,38.48533551,,,,,
,,1829,61.82239342,38.63932223,,,,,
,,1830,61.66799736,38.79360649,,,,,
,,1831,61.49103928,38.95748838,,,,,
,,1832,61.34235954,39.10266257,,,,,
,,1833,61.20454216,39.25188136,,,,,
,,1834,61.06092072,39.40313198,,,,,
,,1835,60.88619614,39.53676962,,,,,
,,1836,60.75894928,39.69195727,,,,,
,,1837,60.61105538,39.8413879,,,,,
,,1838,60.48102188,39.97964545,,,,,
,,1839,60.36066819,40.11175339,,,,,
,,1840,60.20763588,40.25868046,,,,,
,,1841,60.03394509,40.34992378,,,,,
,,1842,59.96004105,40.48773114,,,,,
,,1843,59.82219887,40.60104346,,,,,
,,1844,59.72413063,40.71591707,,,,,
,,1845,59.61255837,40.8324629,,,,,
,,1846,59.51791573,40.93194459,,,,,
,,1847,59.40995407,41.01901083,,,,,
,,1848,59.31714058,41.12793024,,,,,
,,1849,59.21432877,41.22325627,,,,,
,,1850,59.11705971,41.31971532,,,,,
,,1851,59.03788567,41.39957502,,,,,
,,1852,58.96466446,41.48857054,,,,,
,,1853,58.86722946,41.56206737,,,,,
,,1854,58.77914238,41.65066104,,,,,
,,1855,58.71058846,41.72016125,,,,,
,,1856,58.6505909,41.79527665,,,,,
,,1857,58.57762146,41.85494917,,,,,
,,1858,58.51670075,41.91097345,,,,,
,,1859,58.4493084,41.98769389,,,,,
,,1860,58.40056801,42.04753631,,,,,
,,1861,58.35647011,42.09502818,,,,,
,,1862,58.28832817,42.14756569,,,,,
,,1863,58.27681923,42.20813862,,,,,
,,1864,58.22024727,42.2345959,,,,,
,,1865,58.19961548,42.27778617,,,,,
,,1866,58.1536293,42.29876602,,,,,
,,1867,58.13379097,42.34035649,,,,,
,,1868,58.09653283,42.36252002,,,,,
,,1869,58.06395531,42.38519518,,,,,
,,1870,58.05110932,42.40409952,,,,,
,,1871,58.02960015,42.41491572,,,,,
,,1872,57.98124695,42.42765116,,,,,
,,1873,58.00460053,42.46502942,,,,,
,,1874,57.96046639,42.44812983,,,,,
,,1875,57.96194458,42.45144482,,,,,
,,1876,57.95162201,42.45304652,,,,,
,,1877,57.96083069,42.45486971,,,,,
,,1878,57.9603653,42.45259367,,,,,
,,1879,57.98004151,42.44728553,,,,,
,,1880,57.98012924,42.42859446,,,,,
,,1881,57.99725152,42.43199258,,,,,
,,1882,58.00070763,42.41662232,,,,,
,,1883,58.02166939,42.39414761,,,,,
,,1884,58.05776405,42.37527913,,,,,
,,1885,58.06954575,42.35728944,,,,,
,,1886,58.12162018,42.34536014,,,,,
,,1887,58.1109829,42.29299396,,,,,
,,1888,58.1470356,42.25782422,,,,,
,,1889,58.20383263,42.22529861,,,,,
,,1890,58.21652413,42.18112749,,,,,
,,1891,58.27648545,42.16097939,,,,,
,,1892,58.30848122,42.11679031,,,,,
,,1893,58.35187912,42.05922682,,,,,
,,1894,58.40252114,42.02316813,,,,,
,,1895,58.45392799,41.98255518,,,,,
,,1896,58.51735306,41.92892279,,,,,
,,1897,58.55604363,41.88032422,,,,,
,,1898,58.60961151,41.81633136,,,,,
,,1899,58.6782589,41.76820481,,,,,
,,1900,58.72806168,41.70505888,,,,,
,,1901,58.80981255,41.63863861,,,,,
,,1902,58.85305214,41.5641173,,,,,
,,1903,58.92798424,41.5033246,,,,,
,,1904,58.9890728,41.42674243,,,,,
,,1905,59.04769516,41.35866582,,,,,
,,1906,59.1242466,41.27482266,,,,,
,,1907,59.19577217,41.19739988,,,,,
,,1908,59.27103615,41.12265416,,,,,
,,1909,59.3490448,41.05186064,,,,,
,,1910,59.461483,40.98286477,,,,,
,,1911,59.56042862,40.90430428,,,,,
,,1912,59.60051346,40.82047322,,,,,
,,1913,59.69032288,40.73335298,,,,,
,,1914,59.76441002,40.64725525,,,,,
,,1915,59.84809303,40.5642149,,,,,
,,1916,59.94163895,40.4761259,,,,,
,,1917,60.02248383,40.39213989,,,,,
,,1918,60.1201973,40.30559136,,,,,
,,1919,60.2169838,40.20752017,,,,,
,,1920,60.25532341,40.10321158,,,,,
,,1921,60.38893128,40.01450067,,,,,
,,1922,60.45979882,39.93584591,,,,,
,,1923,60.58325768,39.83020094,,,,,
,,1924,60.66853142,39.74112464,,,,,
,,1925,60.77426911,39.64422874,,,,,
,,1926,60.86453629,39.54094896,,,,,
,,1927,60.96888352,39.45192521,,,,,
,,1928,61.05256462,39.35917363,,,,,
,,1929,61.15777588,39.26117392,,,,,
,,1930,61.25086022,39.1635713,,,,,
,,1931,61.34531212,39.07189716,,,,,
,,1932,61.44687653,38.98514445,,,,,
,,1933,61.55679703,38.87955052,,,,,
,,1934,61.62359619,38.76413957,,,,,
,,1935,61.71540833,38.68391334,,,,,
,,1936,61.81793786,38.58261202,,,,,
,,1937,61.91745568,38.4871164,,,,,
,,1938,62.0242672,38.39531186,,,,,
,,1939,62.11039162,38.29690758,,,,,
,,1940,62.21903038,38.19829893,,,,,
,,1941,62.31688118,38.09830719,,,,,
,,1942,62.4065361,38.00430005,,,,,
,,1943,62.50208474,37.90781338,,,,,
,,1944,62.57983208,37.82035259,,,,,
,,1945,62.66728592,37.7304297,,,,,
,,1946,62.77480698,37.65181009,,,,,
,,1947,62.86799812,37.55168938,,,,,
,,1948,62.95145035,37.45094826,,,,,
,,1949,63.01425171,37.35580135,,,,,
,,1950,63.17762757,37.282215,,,,,
,,1951,63.18771172,37.2183452,,,,,
,,1952,63.30555535,37.11707987,,,,,
,,1953,63.39497948,37.02451287,,,,,
,,1954,63.45493317,36.92670589,,,,,
,,1955,63.51137352,36.87387753,,,,,
,,1956,63.62368012,36.79304709,,,,,
,,1957,63.68726349,36.71607903,,,,,
,,1958,63.75728226,36.63781381,,,,,
,,1959,63.85671425,36.5666524,,,,,
,,1960,63.91546631,36.50200338,,,,,
,,1961,63.98019219,36.43102687,,,,,
,,1962,64.0443821,36.35136393,,,,,
,,1963,64.11844254,36.29271197,,,,,
,,1964,64.17881966,36.23889694,,,,,
,,1965,64.24508858,36.17367931,,,,,
,,1966,64.29413414,36.10917746,,,,,
,,1967,64.34866524,36.06249775,,,,,
,,1968,64.4040699,36.00941838,,,,,
,,1969,64.46167183,35.9526934,,,,,
,,1970,64.501997,35.90674629,,,,,
,,1971,64.54162407,35.85429291,,,,,
,,1972,64.59606552,35.7985391,,,,,
,,1973,64.62819481,35.76905479,,,,,
,,1974,64.67331696,35.75169465,,,,,
,,1975,64.73421288,35.69746416,,,,,
,,1976,64.72263718,35.64403736,,,,,
,,1977,64.75594139,35.66140009,,,,,
,,1978,64.82122422,35.60835792,,,,,
,,1979,64.82797623,35.58036732,,,,,
,,1980,64.81690216,35.5589321,,,,,
,,1981,64.86994171,35.54209255,,,,,
,,1982,64.8736763,35.52976333,,,,,
,,1983,64.89490891,35.5190068,,,,,
,,1984,64.88398934,35.49209562,,,,,
,,1985,64.90116883,35.49142861,,,,,
,,1986,64.9054718,35.49597701,,,,,
,,1987,64.90525437,35.48271389,,,,,
,,1988,64.92138863,35.49846133,,,,,
,,1989,64.88454819,35.48829588,,,,,
,,1990,64.88062287,35.4934693,,,,,
,,1991,64.91419792,35.53969439,,,,,
,,1992,64.84788513,35.51830488,,,,,
,,1993,64.83061028,35.5309467,,,,,
,,1994,64.82183266,35.5552723,,,,,
,,1995,64.8123436,35.58553417,,,,,
,,1996,64.78670311,35.60398576,,,,,
,,1997,64.76033402,35.62996077,,,,,
,,1998,64.73700524,35.66216086,,,,,
,,1999,64.7034359,35.69426182,,,,,
,,2000,64.64030838,35.70449236,,,,,
,,2001,64.60091019,35.73197196,,,,,
,,2002,64.53808975,35.7721331,,,,,
,,2003,64.51022911,35.80102112,,,,,
,,2004,64.47795296,35.86902011,,,,,
,,2005,64.4105053,35.91365474,,,,,
,,2006,64.38599587,35.96650768,,,,,
,,2007,64.31066513,35.99215762,,,,,
,,2008,64.23785782,36.06416515,,,,,
,,2009,64.23790932,36.12173879,,,,,
,,2010,64.167799,36.17721013,,,,,
,,2011,64.04561043,36.20880362,,,,,
,,2012,64.05670166,36.29253651,,,,,
,,2013,63.9404831,36.36700245,,,,,
,,2014,63.89628792,36.43197172,,,,,
,,2015,63.80689621,36.4755633,,,,,
,,2016,63.74302673,36.56001346,,,,,
,,2017,63.68702698,36.64355846,,,,,
,,2018,63.58000374,36.69009248,,,,,
,,2019,63.52963829,36.77673747,,,,,
,,2020,63.44912911,36.85297103,,,,,
,,2021,63.36359215,36.92730297,,,,,
,,2022,63.28081322,37.0035412,,,,,
,,2023,63.21232415,37.08541712,,,,,
,,2024,63.1226635,37.16042129,,,,,
,,2025,63.03709603,37.2425207,,,,,
,,2026,62.94481468,37.32147476,,,,,
,,2027,62.87844849,37.42347177,,,,,
,,2028,62.79691696,37.48810169,,,,,
,,2029,62.69548226,37.5840642,,,,,
,,2030,62.60410881,37.67966198,,,,,
,,2031,62.53220749,37.74197954,,,,,
,,2032,62.43991471,37.84960457,,,,,
,,2033,62.3476677,37.94553033,,,,,
,,2034,62.26048851,38.00490681,,,,,
,,2035,62.16103936,38.10465449,,,,,
,,2036,62.06961441,38.19873807,,,,,
,,2037,61.98043061,38.2803792,,,,,
,,2038,61.87587357,38.36435546,,,,,
,,2039,61.78085518,38.45107539,,,,,
,,2040,61.69918823,38.54771157,,,,,
,,2041,61.61273193,38.63719024,,,,,
,,2042,61.51989937,38.73301164,,,,,
,,2043,61.40719223,38.81260382,,,,,
,,2044,61.3491745,38.90995925,,,,,
,,2045,61.24443627,38.99782593,,,,,
,,2046,61.15486908,39.08649465,,,,,
,,2047,61.07305718,39.17973065,,,,,
,,2048,60.97068215,39.26826773,,,,,
,,2049,60.88160706,39.36335121,,,,,
,,2050,60.79753876,39.44573545,,,,,
,,2051,60.70908165,39.5280299,,,,,
,,2052,60.6074009,39.61974184,,,,,
,,2053,60.54148102,39.69245022,,,,,
,,2054,60.45347596,39.79506407,,,,,
,,2055,60.35519791,39.87372355,,,,,
,,2056,60.26081467,39.94184988,,,,,
,,2057,60.20501709,40.03871001,,,,,
,,2058,60.08683968,40.12244041,,,,,
,,2059,60.01988602,40.20426126,,,,,
,,2060,59.9556942,40.27722772,,,,,
,,2061,59.84247208,40.34328493,,,,,
,,2062,59.77149201,40.42857238,,,,,
,,2063,59.71341324,40.53095891,,,,,
,,2064,59.62528229,40.58938651,,,,,
,,2065,59.54805565,40.67339225,,,,,
,,2066,59.46803856,40.73769315,,,,,
,,2067,59.40967179,40.82275041,,,,,
,,2068,59.33214379,40.89238227,,,,,
,,2069,59.26729584,40.96849236,,,,,
,,2070,59.1901722,41.03059063,,,,,
,,2071,59.12103462,41.10205944,,,,,
,,2072,59.06792641,41.169876,,,,,
,,2073,59.00350571,41.24067565,,,,,
,,2074,58.92093086,41.30212599,,,,,
,,2075,58.87269783,41.36453667,,,,,
,,2076,58.81896782,41.421769,,,,,
,,2077,58.75082207,41.49334973,,,,,
,,2078,58.68249702,41.54443383,,,,,
,,2079,58.64258004,41.60549392,,,,,
,,2080,58.56894493,41.66106072,,,,,
,,2081,58.52232361,41.71922576,,,,,
,,2082,58.47644615,41.76694973,,,,,
,,2083,58.41308403,41.82227509,,,,,
,,2084,58.36496354,41.86541146,,,,,
,,2085,58.328722,41.92077841,,,,,
,,2086,58.26697159,41.97448192,,,,,
,,2087,58.217659,42.01629981,,,,,
,,2088,58.18592072,42.05949072,,,,,
,,2089,58.14947701,42.09819102,,,,,
,,2090,58.10745621,42.15737231,,,,,
,,2091,58.04839134,42.17741078,,,,,
,,2092,58.02823639,42.22260523,,,,,
,,2093,57.98107147,42.25683636,,,,,
,,2094,57.93621254,42.27909335,,,,,
,,2095,57.92780876,42.32323022,,,,,
,,2096,57.88924789,42.35845442,,,,,
,,2097,57.85151291,42.36132576,,,,,
,,2098,57.82979966,42.40955465,,,,,
,,2099,57.80784989,42.44712216,,,,,
,,2100,57.76298523,42.44501444,,,,,
,,2101,57.74808693,42.47851111,,,,,
,,2102,57.70344925,42.49285053,,,,,
,,2103,57.73015786,42.53360501,,,,,
,,2104,57.68720055,42.54843542,,,,,
,,2105,57.66377259,42.55764074,,,,,
,,2106,57.64484787,42.57306256,,,,,
,,2107,57.66293145,42.58379359,,,,,
,,2108,57.62984657,42.60417495,,,,,
,,2109,57.59222794,42.59745566,,,,,
,,2110,57.63909722,42.62826755,,,,,
,,2111,57.59559441,42.60381916,,,,,
,,2112,57.60912896,42.62614995,,,,,
,,2113,57.59166336,42.61651201,,,,,
,,2114,57.59065247,42.62615836,,,,,
,,2115,57.59102631,42.61713762,,,,,
,,2116,57.57991982,42.61690764,,,,,
,,2117,57.58448601,42.61221085,,,,,
,,2118,57.58823777,42.59748942,,,,,
,,2119,57.61357689,42.60974563,,,,,
,,2120,57.58207512,42.58354643,,,,,
,,2121,57.6242733,42.5769026,,,,,
,,2122,57.63529587,42.57304561,,,,,
,,2123,57.64453316,42.55288237,,,,,
,,2124,57.64105607,42.53373216,,,,,
,,2125,57.66915703,42.52424117,,,,,
,,2126,57.67822838,42.49668893,,,,,
,,2127,57.69782066,42.47973297,,,,,
,,2128,57.70347023,42.45480698,,,,,
,,2129,57.72858048,42.42665624,,,,,
,,2130,57.75702667,42.40298088,,,,,
,,2131,57.76044083,42.37165737,,,,,
,,2132,57.80580902,42.34718378,,,,,
,,2133,57.82605553,42.30824426,,,,,
,,2134,57.85133171,42.27897224,,,,,
,,2135,57.85743523,42.23073227,,,,,
,,2136,57.90160942,42.19962613,,,,,
,,2137,57.92676926,42.17089281,,,,,
,,2138,57.93787003,42.11589361,,,,,
,,2139,57.98269463,42.08716274,,,,,
,,2140,58.02757454,42.04884921,,,,,
,,2141,58.06448555,42.01319876,,,,,
,,2142,58.07569885,41.94853923,,,,,
,,2143,58.14904595,41.91997472,,,,,
,,2144,58.15975762,41.86124653,,,,,
,,2145,58.19483376,41.79808079,,,,,
,,2146,58.24870873,41.75172519,,,,,
,,2147,58.30634881,41.71152188,,,,,
,,2148,58.3290062,41.64397859,,,,,
,,2149,58.35195732,41.57094963,,,,,
,,2150,58.44858551,41.53264946,,,,,
,,2151,58.4727974,41.4713606,,,,,
,,2152,58.50564766,41.40125853,,,,,
,,2153,58.54363442,41.3318086,,,,,
,,2154,58.61186982,41.2755353,,,,,
,,2155,58.67128754,41.22886489,,,,,
,,2156,58.6967926,41.12771974,,,,,
,,2157,58.76126862,41.072998,,,,,
,,2158,58.81259919,40.99602158,,,,,
,,2159,58.87636185,40.92911171,,,,,
,,2160,58.92778015,40.85042844,,,,,
,,2161,58.98928261,40.78876616,,,,,
,,2162,59.04660798,40.70614269,,,,,
,,2163,59.10822678,40.62892975,,,,,
,,2164,59.17501831,40.55448577,,,,,
,,2165,59.22383881,40.46148455,,,,,
,,2166,59.28972817,40.38148037,,,,,
,,2167,59.35526276,40.30276045,,,,,
,,2168,59.41123009,40.20937742,,,,,
,,2169,59.49097634,40.12432807,,,,,
,,2170,59.53726006,40.02885995,,,,,
,,2171,59.59514618,39.93765277,,,,,
,,2172,59.66896439,39.84204573,,,,,
,,2173,59.7422905,39.76220868,,,,,
,,2174,59.79487801,39.65985799,,,,,
